STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,DASF,MDSF
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-02-22,,,0.03,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-02-22,,,0.14,0.0,0.0,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-02-23,,,0.36,0.0,0.0,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-02-23,,,0.06,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-02-23,,,0.13,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-02-23,,,0.08,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-02-23,,,0.0,0.0,0.0,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-02-23,,,0.06,0.0,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-02-24,,,0.01,0.0,0.0,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-02-24,,,0.0,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-02-24,,,0.02,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-02-24,,,0.13,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-02-24,,,0.01,0.0,0.0,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-02-25,,,0.24,0.0,0.0,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-02-25,,,0.14,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-02-25,,,0.09,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-02-25,,,0.2,0.0,0.0,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-02-25,,,0.12,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-02-25,,,0.15,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-02-25,,,0.11,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-02-26,,,0.18,0.0,0.0,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-02-26,,,0.13,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-02-26,,,0.01,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-02-26,,,0.14,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-02-26,,,0.14,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-02-26,,,0.06,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-02-27,,,0.02,0.0,0.0,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-02-27,,,0.11,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-02-27,,,0.0,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-02-27,,,0.14,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-02-27,,,0.1,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-02-27,,,0.0,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-02-27,,,0.05,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-02-28,,,0.0,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-02-28,,,0.01,0.0,0.0,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-02-28,,,0.02,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-02-28,,,0.03,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-02-28,,,0.0,0.0,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-02-28,,,0.02,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-01,,,0.0,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-01,,,0.0,0.0,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-01,,,0.0,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-01,,,0.0,0.0,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-01,,,0.0,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-02,,,0.02,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-03-02,,,0.0,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-02,,,0.0,0.0,0.0,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-02,,,0.02,0.0,0.0,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-02,,,0.0,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-03,,,0.0,0.0,0.0,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-03,,,0.0,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-03,,,0.01,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-03,,,0.01,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-03,,,0.0,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-04,,,0.37,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-04,,,0.0,0.0,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-04,,,0.19,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-04,,,0.0,0.0,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-04,,,0.3,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-05,,,0.4,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-05,,,0.4,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-05,,,0.04,0.0,0.0,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-05,,,0.18,0.0,0.0,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-05,,,0.01,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-03-05,,,0.45,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-06,,,0.01,0.0,0.0,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-06,,,0.0,0.0,0.0,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-06,,,0.04,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-06,,,0.0,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-06,,,0.06,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-03-06,,,0.08,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-07,,,0.18,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-07,,,0.09,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-07,,,0.39,0.0,0.0,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-07,,,0.14,0.0,0.0,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-03-07,,,0.13,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-07,,,0.11,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-08,,,0.0,0.0,0.0,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-08,,,0.0,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-03-08,,,0.29,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-08,,,0.4,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-08,,,0.0,0.0,0.0,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-08,,,0.23,,,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-09,,,0.02,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-09,,,0.0,0.0,0.0,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-09,,,0.0,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-09,,,0.0,0.0,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-09,,,0.03,0.0,0.0,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-09,,,0.0,,,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-10,,,0.0,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-10,,,0.0,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-10,,,0.0,0.0,0.0,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-10,,,0.0,0.0,0.0,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-03-10,,,0.0,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-10,,,0.0,0.0,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-10,,,0.0,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-11,,,0.0,0.0,0.0,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-11,,,0.0,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-11,,,0.0,0.0,,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-11,,,0.0,0.0,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-11,,,0.0,0.0,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-11,,,0.0,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-12,,,0.0,0.0,0.0,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-12,,,0.0,0.0,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-12,,,0.0,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-12,,,0.0,0.0,,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-12,,,0.0,0.0,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-12,,,0.0,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-13,,,0.0,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-13,,,0.0,0.0,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-13,,,0.0,0.0,,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-13,,,0.0,0.0,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-13,,,0.0,0.0,0.0,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-13,,,0.0,0.0,0.0,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-14,,,0.0,0.0,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-14,,,0.1,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-14,,,0.35,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-14,,,0.0,0.0,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-14,,,0.0,0.0,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-14,,,0.29,0.0,0.0,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-15,,,0.01,0.0,0.0,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-15,,,0.0,0.0,0.0,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-03-15,,,0.37,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-15,,,0.0,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-15,,,0.3,,,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-15,,,0.31,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-15,,,0.37,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-16,,,0.0,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-16,,,0.0,0.0,0.0,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-16,,,0.0,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-16,,,0.0,0.0,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-16,,,0.0,0.0,0.0,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-16,,,0.0,0.0,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-17,,,0.0,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-17,,,0.0,0.0,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-17,,,0.0,0.0,0.0,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-17,,,0.0,0.0,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-17,,,0.0,0.0,0.0,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-17,,,0.0,0.0,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-18,,,0.0,0.0,,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-18,,,0.0,0.0,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-18,,,0.2,0.0,0.0,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-18,,,0.12,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-18,,,0.14,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-18,,,0.0,0.0,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-03-19,,,0.23,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-19,,,0.2,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-19,,,0.05,0.0,0.0,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-19,,,0.2,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-19,,,0.05,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-19,,,0.06,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-19,,,0.18,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-20,,,0.25,0.0,0.0,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-20,,,0.13,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-20,,,0.37,0.0,0.0,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-20,,,0.18,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-03-20,,,0.17,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-20,,,0.18,,,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-20,,,0.18,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-21,,,0.1,0.0,0.0,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-21,,,0.08,0.0,0.0,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-21,,,0.39,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-03-21,,,0.24,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-21,,,0.49,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-21,,,0.0,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-21,,,0.2,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-22,,,0.27,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-22,,,0.13,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-22,,,0.16,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-22,,,0.08,0.0,0.0,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-22,,,0.26,0.0,0.0,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-22,,,0.26,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-03-22,,,0.23,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-23,,,0.12,,,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-23,,,0.09,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-23,,,0.0,0.0,0.0,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-23,,,0.0,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-23,,,0.13,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-03-23,,,0.05,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-23,,,0.0,0.0,0.0,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-24,,,0.11,0.0,0.0,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-24,,,0.35,0.0,0.0,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-24,,,0.01,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-24,,,0.22,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-24,,,0.0,0.0,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-24,,,0.01,,,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-25,,,0.8,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-25,,,0.12,,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-25,,,0.52,0.0,0.0,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-25,,,0.55,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-25,,,0.91,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-25,,,0.79,,,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-26,,,0.0,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-26,,,0.0,0.0,,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-26,,,0.0,0.0,0.0,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-26,,,0.0,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-03-26,3.0,0.61,,,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-26,,,0.0,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-26,,,0.0,0.0,0.0,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-27,,,0.0,0.0,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-27,,,0.0,0.0,0.0,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-27,,,0.0,0.0,0.0,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-27,,,0.0,0.0,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-27,,,0.0,,,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-27,,,0.0,0.0,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-28,,,0.34,,,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-28,,,0.0,0.0,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2021-03-28,,,0.33,0.0,0.0,,
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",47.6872,-122.2553,18.3,2021-03-28,,,0.25,0.0,0.0,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-28,,,0.0,0.0,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-28,,,0.0,0.0,,,
USW00024234,"SEATTLE BOEING FIELD, WA US",47.54554,-122.31475,7.6,2021-03-29,,,0.0,,,,
US1WAKG0238,"SEATTLE 5.0 NE, WA US",47.67478,-122.27757,89.0,2021-03-29,,,0.67,,,,
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,6.7,2021-03-29,,,0.32,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2021-03-29,,,0.28,,,,
US1WAKG0266,"SEATTLE 2.9 ENE, WA US",47.630883,-122.290286,54.3,2021-03-29,,,0.22,,,,
